一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期,ID
蔬菜,特菜,孢子甘蓝,20.0,20.5,21.0,斤,2023-01-10,0
蔬菜,特菜,孢子甘蓝,23.0,23.5,24.0,斤,2023-01-31,1
蔬菜,特菜,孢子甘蓝,20.0,20.5,21.0,斤,2023-02-20,2
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-02-28,3
蔬菜,特菜,孢子甘蓝,14.0,14.5,15.0,斤,2023-03-10,4
蔬菜,特菜,孢子甘蓝,14.0,14.5,15.0,斤,2023-03-20,5
蔬菜,特菜,孢子甘蓝,14.0,14.5,15.0,斤,2023-03-31,6
蔬菜,特菜,孢子甘蓝,14.0,14.5,15.0,斤,2023-04-10,7
蔬菜,特菜,孢子甘蓝,25.0,25.5,26.0,斤,2023-04-30,8
蔬菜,特菜,孢子甘蓝,25.0,25.5,26.0,斤,2023-05-10,9
蔬菜,特菜,孢子甘蓝,25.0,25.5,26.0,斤,2023-05-20,10
蔬菜,特菜,孢子甘蓝,24.0,24.5,25.0,斤,2023-05-31,11
蔬菜,特菜,孢子甘蓝,24.0,24.5,25.0,斤,2023-06-10,12
蔬菜,特菜,孢子甘蓝,22.0,22.5,23.0,斤,2023-06-20,13
蔬菜,特菜,孢子甘蓝,20.0,20.5,21.0,斤,2023-06-30,14
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-07-10,15
蔬菜,特菜,孢子甘蓝,17.0,17.5,18.0,斤,2023-07-20,16
蔬菜,特菜,孢子甘蓝,18.0,18.5,19.0,斤,2023-07-31,17
蔬菜,特菜,孢子甘蓝,18.0,18.5,19.0,斤,2023-08-10,18
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-08-20,19
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-08-31,20
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-09-10,21
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-09-20,22
蔬菜,特菜,孢子甘蓝,15.0,16.0,17.0,斤,2023-09-30,23
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-10-10,24
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-10-20,25
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-10-31,26
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-11-10,27
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-11-20,28
蔬菜,特菜,孢子甘蓝,15.0,15.5,16.0,斤,2023-11-30,29
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-12-10,30
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-12-20,31
蔬菜,特菜,孢子甘蓝,16.0,16.5,17.0,斤,2023-12-31,32
,,,,15.555871212121211,,,,33
,,,,15.399621212121211,,,,34
,,,,15.243371212121211,,,,35
,,,,15.087121212121211,,,,36
,,,,14.930871212121211,,,,37
,,,,14.774621212121211,,,,38
,,,,14.618371212121211,,,,39
