一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,啤梨,10.0,11.0,12.0,斤,2023-01-10
水果,进口果,啤梨,10.0,11.0,12.0,斤,2023-01-31
水果,进口果,啤梨,12.0,13.0,14.0,斤,2023-02-20
水果,进口果,啤梨,10.0,12.0,14.0,斤,2023-02-28
水果,进口果,啤梨,10.0,12.0,14.0,斤,2023-03-10
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-03-20
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-03-31
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-04-10
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-04-30
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-05-10
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-05-20
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-05-31
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-06-10
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-06-20
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-06-30
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-07-10
水果,进口果,啤梨,10.0,11.5,13.0,斤,2023-07-20
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-07-31
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-08-10
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-08-20
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-08-31
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-09-10
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-09-20
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-09-30
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-10-10
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-10-20
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-10-31
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-11-10
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-11-20
水果,进口果,啤梨,7.5,8.25,9.0,斤,2023-11-30
水果,进口果,啤梨,8.0,8.5,9.0,斤,2023-12-10
水果,进口果,啤梨,8.0,8.5,9.0,斤,2023-12-20
水果,进口果,啤梨,8.0,8.5,9.0,斤,2023-12-31
