一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,西柚,9.0,10.0,11.0,斤,2023-01-10
水果,进口果,西柚,9.0,10.0,11.0,斤,2023-01-31
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-02-20
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-02-28
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-03-10
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-03-20
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-03-31
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-04-10
水果,进口果,西柚,7.5,8.75,10.0,斤,2023-04-30
水果,进口果,西柚,7.5,8.0,8.5,斤,2023-05-10
水果,进口果,西柚,7.5,8.0,8.5,斤,2023-05-20
水果,进口果,西柚,7.5,8.0,8.5,斤,2023-05-31
水果,进口果,西柚,4.5,5.0,5.5,斤,2023-06-10
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-06-20
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-06-30
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-07-10
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-07-20
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-07-31
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-08-10
水果,进口果,西柚,4.3,4.9,5.5,斤,2023-08-20
水果,进口果,西柚,4.5,5.0,5.5,斤,2023-08-31
水果,进口果,西柚,4.5,5.0,5.5,斤,2023-09-10
水果,进口果,西柚,4.5,4.9,5.3,斤,2023-09-20
水果,进口果,西柚,2.0,3.65,5.3,斤,2023-09-30
水果,进口果,西柚,6.0,6.5,7.0,斤,2023-10-10
水果,进口果,西柚,6.0,6.5,7.0,斤,2023-10-20
水果,进口果,西柚,7.0,7.5,8.0,斤,2023-10-31
水果,进口果,西柚,7.0,7.5,8.0,斤,2023-11-10
水果,进口果,西柚,7.0,7.5,8.0,斤,2023-11-20
水果,进口果,西柚,6.0,7.0,8.0,斤,2023-11-30
水果,进口果,西柚,10.0,10.5,11.0,斤,2023-12-10
水果,进口果,西柚,4.5,5.5,6.5,斤,2023-12-20
水果,进口果,西柚,4.5,5.25,6.0,斤,2023-12-31
