一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-28
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-27
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-26
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-23
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-23
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-22
蔬菜,水菜,空心菜,1.0,1.25,1.5,斤,2023-06-21
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-20
蔬菜,水菜,空心菜,1.5,1.75,2.0,斤,2023-06-19
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-16
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-15
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-14
蔬菜,水菜,空心菜,3.0,3.25,3.5,斤,2023-06-13
蔬菜,水菜,空心菜,3.0,3.5,4.0,斤,2023-06-12
蔬菜,水菜,空心菜,2.5,3.0,3.5,斤,2023-06-09
蔬菜,水菜,空心菜,2.5,3.0,3.5,斤,2023-06-08
蔬菜,水菜,空心菜,2.5,3.0,3.5,斤,2023-06-07
蔬菜,水菜,空心菜,3.5,3.75,4.0,斤,2023-06-06
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-06-05
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-06-02
蔬菜,水菜,空心菜,2.0,2.4,2.8,斤,2023-06-01
蔬菜,水菜,空心菜,2.0,2.4,2.8,斤,2023-05-31
蔬菜,水菜,空心菜,2.0,2.4,2.8,斤,2023-05-30
蔬菜,水菜,空心菜,2.0,2.5,3.0,斤,2023-05-29
蔬菜,水菜,空心菜,2.5,2.75,3.0,斤,2023-05-26
蔬菜,水菜,空心菜,2.5,2.75,3.0,斤,2023-05-25
蔬菜,水菜,空心菜,2.0,2.5,3.0,斤,2023-05-24
蔬菜,水菜,空心菜,2.0,2.5,3.0,斤,2023-05-23
蔬菜,水菜,空心菜,2.0,2.5,3.0,斤,2023-05-22
蔬菜,水菜,空心菜,2.0,2.5,3.0,斤,2023-05-22
蔬菜,水菜,空心菜,2.0,2.25,2.5,斤,2023-05-22
蔬菜,水菜,空心菜,1.5,1.65,1.8,斤,2023-05-19
蔬菜,水菜,空心菜,1.5,1.65,1.8,斤,2023-05-18
蔬菜,水菜,空心菜,1.5,1.75,2.0,斤,2023-05-17
蔬菜,水菜,空心菜,1.5,2.0,2.5,斤,2023-05-16
蔬菜,水菜,空心菜,2.0,2.5,3.0,斤,2023-05-15
蔬菜,水菜,空心菜,2.5,2.75,3.0,斤,2023-05-12
蔬菜,水菜,空心菜,3.0,3.25,3.5,斤,2023-05-11
蔬菜,水菜,空心菜,3.0,3.25,3.5,斤,2023-05-10
蔬菜,水菜,空心菜,3.0,3.5,4.0,斤,2023-05-09
蔬菜,水菜,空心菜,3.0,3.25,3.5,斤,2023-05-08
蔬菜,水菜,空心菜,2.5,3.25,4.0,斤,2023-05-05
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-05-04
蔬菜,水菜,空心菜,4.0,4.5,5.0,斤,2023-05-03
蔬菜,水菜,空心菜,4.0,4.5,5.0,斤,2023-05-02
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-28
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-27
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-26
蔬菜,水菜,空心菜,3.5,3.75,4.0,斤,2023-04-25
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-24
蔬菜,水菜,空心菜,3.0,3.25,3.5,斤,2023-04-21
蔬菜,水菜,空心菜,3.0,3.25,3.5,斤,2023-04-20
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-19
蔬菜,水菜,空心菜,5.0,5.5,6.0,斤,2023-04-18
蔬菜,水菜,空心菜,5.0,5.5,6.0,斤,2023-04-17
蔬菜,水菜,空心菜,6.0,6.25,6.5,斤,2023-04-14
蔬菜,水菜,空心菜,6.0,6.25,6.5,斤,2023-04-13
蔬菜,水菜,空心菜,6.0,6.25,6.5,斤,2023-04-12
蔬菜,水菜,空心菜,5.0,5.5,6.0,斤,2023-04-11
蔬菜,水菜,空心菜,5.0,5.5,6.0,斤,2023-04-10
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-04-07
蔬菜,水菜,空心菜,3.5,3.75,4.0,斤,2023-04-06
蔬菜,水菜,空心菜,3.5,3.75,4.0,斤,2023-04-05
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-04
蔬菜,水菜,空心菜,3.5,4.0,4.5,斤,2023-04-03
蔬菜,水菜,空心菜,2.5,3.0,3.5,斤,2023-03-31
蔬菜,水菜,空心菜,2.5,3.25,4.0,斤,2023-03-30
蔬菜,水菜,空心菜,3.0,3.75,4.5,斤,2023-03-29
蔬菜,水菜,空心菜,4.5,5.25,6.0,斤,2023-03-28
蔬菜,水菜,空心菜,5.0,5.5,6.0,斤,2023-03-27
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-03-24
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-03-23
蔬菜,水菜,空心菜,3.5,4.25,5.0,斤,2023-03-22
蔬菜,水菜,空心菜,3.5,4.25,5.0,斤,2023-03-21
蔬菜,水菜,空心菜,4.0,4.75,5.5,斤,2023-03-20
蔬菜,水菜,空心菜,3.5,4.25,5.0,斤,2023-03-17
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-03-16
蔬菜,水菜,空心菜,3.5,4.5,5.5,斤,2023-03-15
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-03-14
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-03-13
蔬菜,水菜,空心菜,4.5,5.0,5.5,斤,2023-03-10
蔬菜,水菜,空心菜,5.0,6.25,7.5,斤,2023-03-09
蔬菜,水菜,空心菜,6.5,7.25,8.0,斤,2023-03-08
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-03-07
蔬菜,水菜,空心菜,7.0,7.5,8.0,斤,2023-03-06
蔬菜,水菜,空心菜,8.0,9.0,10.0,斤,2023-03-03
蔬菜,水菜,空心菜,8.0,9.0,10.0,斤,2023-03-02
蔬菜,水菜,空心菜,8.0,9.0,10.0,斤,2023-03-01
蔬菜,水菜,空心菜,8.0,9.0,10.0,斤,2023-02-28
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-02-27
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-02-24
蔬菜,水菜,空心菜,8.0,9.0,10.0,斤,2023-02-23
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-02-22
蔬菜,水菜,空心菜,8.0,9.0,10.0,斤,2023-02-21
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-02-20
蔬菜,水菜,空心菜,9.0,9.5,10.0,斤,2023-02-17
蔬菜,水菜,空心菜,9.0,10.0,11.0,斤,2023-02-16
蔬菜,水菜,空心菜,9.0,10.0,11.0,斤,2023-02-15
蔬菜,水菜,空心菜,9.0,10.0,11.0,斤,2023-02-14
蔬菜,水菜,空心菜,9.0,9.5,10.0,斤,2023-02-13
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-10
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-09
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-08
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-07
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-02-06
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-03
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-02
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-02-01
蔬菜,水菜,空心菜,10.0,10.5,11.0,斤,2023-01-31
蔬菜,水菜,空心菜,9.0,9.25,9.5,斤,2023-01-30
蔬菜,水菜,空心菜,9.0,9.5,10.0,斤,2023-01-20
蔬菜,水菜,空心菜,9.0,9.5,10.0,斤,2023-01-19
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-01-18
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-01-17
蔬菜,水菜,空心菜,7.0,7.5,8.0,斤,2023-01-16
蔬菜,水菜,空心菜,7.0,7.5,8.0,斤,2023-01-13
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-01-12
蔬菜,水菜,空心菜,7.5,8.0,8.5,斤,2023-01-11
蔬菜,水菜,空心菜,10.0,10.5,11.0,斤,2023-01-10
蔬菜,水菜,空心菜,10.0,10.5,11.0,斤,2023-01-09
蔬菜,水菜,空心菜,10.0,10.5,11.0,斤,2023-01-06
蔬菜,水菜,空心菜,10.0,10.5,11.0,斤,2023-01-05
蔬菜,水菜,空心菜,10.0,10.5,11.0,斤,2023-01-04
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-01-03
蔬菜,水菜,空心菜,8.0,8.5,9.0,斤,2023-01-02
